District,Households_Rural,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
Kheri,754938.0,60.4,10.7,10.4111,2.3,1.7513999999999998,107672.0,107672.0,11736.248,26702.656000000003
Kheri,754938.0,43.5,8.8,8.3512,5.9,2.0878,107672.0,107672.0,9582.808,82046.064
Sitapur,827583.0,60.5,12.0,11.735999999999999,1.0,1.2714,111319.0,111319.0,13469.598999999998,13246.961000000001
Sitapur,827583.0,58.4,11.6,11.31,1.8,1.365,111319.0,111319.0,13135.642000000002,20371.377
Sitapur,827583.0,40.4,8.4,7.9548000000000005,8.9,2.0834,111319.0,111319.0,9462.115,80149.68
Hardoi,786613.0,60.8,8.2,8.0032,1.8,1.5615999999999999,121064.0,121064.0,10048.312,21065.135999999995
Hardoi,786613.0,58.7,8.0,7.784,3.0,1.6541,121064.0,121064.0,9806.184,29660.68
Hardoi,786613.0,44.4,6.5,6.188000000000001,11.6,2.0944000000000003,121064.0,121064.0,7990.223999999999,89587.36
Unnao,596317.0,57.5,7.2,7.02,1.6,1.0725000000000002,121039.0,121039.0,8835.847,19124.162
Unnao,596317.0,55.0,6.8,6.596,3.2,1.164,121039.0,121039.0,8351.691,30138.710999999996
Unnao,596317.0,41.8,5.0,4.705,11.5,1.6938,121039.0,121039.0,6172.988999999999,86784.963
Lucknow,344155.0,55.5,8.1,7.856999999999999,2.6,1.3579999999999999,717566.0,717566.0,59557.97800000001,154276.69
Lucknow,344155.0,37.9,5.4,5.1624,35.2,1.3383999999999998,717566.0,717566.0,39466.13,470723.2959999999
Lucknow,344155.0,29.1,4.0,3.7960000000000003,51.5,1.3286000000000002,717566.0,717566.0,29420.205999999995,629305.382
Rae Bareli,705025.0,54.1,7.7,7.5152,1.4,1.2688,73393.0,73393.0,5724.654,9834.662
Rae Bareli,705025.0,52.2,7.4,7.2002,4.2,1.2649,73393.0,73393.0,5577.8679999999995,13430.919000000002
Rae Bareli,705025.0,32.0,5.0,4.7,34.5,1.3159999999999998,73393.0,73393.0,3816.436,52182.422999999995
Farrukhabad,316647.0,57.9,8.5,8.253499999999999,2.1,1.8448999999999998,94843.0,94843.0,8156.498,22667.477
Farrukhabad,316647.0,54.8,7.6,7.3492,5.1,2.0307000000000004,94843.0,94843.0,7397.754,34902.224
Farrukhabad,316647.0,43.7,4.6,4.374599999999999,15.6,2.7579,94843.0,94843.0,4457.621,77486.731
Kannauj,299785.0,56.8,8.7,8.482499999999998,1.9,1.8525,65985.0,65985.0,5806.68,14318.745
Kannauj,299785.0,54.1,8.2,7.937599999999999,3.8,1.8392,65985.0,65985.0,5476.755,20191.41
Kannauj,299785.0,40.7,5.8,5.422999999999999,13.5,1.87,65985.0,65985.0,3893.115,49884.66
Etawah,265643.0,53.4,7.7,7.5075,1.5,1.8525,85483.0,85483.0,6667.674,16925.634000000002
Etawah,265643.0,49.9,6.9,6.6792,2.9,1.936,85483.0,85483.0,5983.81,28978.736999999997
Etawah,265643.0,38.0,4.0,3.772,7.9,2.0746,85483.0,85483.0,3590.2860000000005,71292.822
Auraiya,255836.0,54.1,8.9,8.7042,2.3,1.5648000000000002,58438.0,58438.0,5259.42,11921.351999999999
Auraiya,255836.0,51.1,8.1,7.840799999999999,3.7,1.5488,58438.0,58438.0,4791.916,17122.334000000003
Auraiya,255836.0,35.8,3.9,3.5841000000000003,11.0,1.3785000000000003,58438.0,58438.0,2337.52,43945.376000000004
Kanpur Dehat,363933.0,55.3,8.2,7.9704,3.1,1.7496,41323.0,41323.0,3471.132,9504.29
Kanpur Dehat,363933.0,53.5,8.0,7.736000000000001,3.9,1.7406,41323.0,41323.0,3347.163,11157.21
Kanpur Dehat,363933.0,36.7,5.7,5.238300000000001,11.8,1.7461000000000002,41323.0,41323.0,2438.0570000000002,27397.148999999998
Kanpur Nagar,364869.0,57.1,6.8,6.602799999999999,2.1,1.0681,684906.0,684906.0,47258.514,161637.81600000002
Kanpur Nagar,364869.0,43.7,5.4,5.1408000000000005,40.2,1.0472000000000001,684906.0,684906.0,38354.736,433545.49799999996
Kanpur Nagar,364869.0,36.3,4.6,4.3332,61.1,1.0362,684906.0,684906.0,32875.488,583539.912
Jalaun,304856.0,54.0,2.8,2.6459999999999995,2.4,2.079,91565.0,91565.0,2655.385,25912.895
Jalaun,304856.0,50.4,2.9,2.7434,5.4,1.7973999999999999,91565.0,91565.0,2838.515,36534.435
Jalaun,304856.0,39.3,3.5,3.332,14.4,0.8568000000000001,91565.0,91565.0,3204.775,69223.13999999998
Jhansi,309592.0,45.3,1.9,1.8258999999999999,2.2,2.4025,195321.0,195321.0,3906.42,40431.447
Jhansi,309592.0,39.7,1.9,1.8182999999999998,7.2,1.9140000000000001,195321.0,195321.0,3711.0989999999997,80276.93100000001
Jhansi,309592.0,31.2,1.8,1.71,14.6,1.0450000000000002,195321.0,195321.0,3711.0989999999997,139849.836
Lalitpur,258013.0,50.8,2.6,2.4960000000000004,1.1,1.5360000000000003,43819.0,43819.0,1183.113,5258.28
Lalitpur,258013.0,48.4,2.6,2.4882000000000004,2.2,1.4355000000000002,43819.0,43819.0,1183.113,8500.886
Lalitpur,258013.0,34.1,2.6,2.4362,8.4,0.7496,43819.0,43819.0,1139.294,27562.151
Mahoba,198298.0,48.5,1.6,1.5312000000000001,1.1,1.4355000000000002,48525.0,48525.0,824.925,8637.45
Mahoba,198298.0,48.1,1.6,1.5296,2.2,1.3383999999999998,48525.0,48525.0,824.925,12373.875
Mahoba,198298.0,46.7,1.5,1.4295,6.4,1.1436,48525.0,48525.0,776.4,26543.175
Banda,378056.0,49.1,1.0,0.935,1.2,1.3090000000000002,67569.0,67569.0,743.2590000000001,13513.8
Banda,378056.0,46.6,1.1,1.0285000000000002,2.2,1.4025,67569.0,67569.0,810.828,18986.889000000003
Banda,378056.0,33.1,1.6,1.5024000000000002,7.9,1.5024000000000002,67569.0,67569.0,1148.673,49663.215
Chitrakoot,207237.0,49.6,1.7,1.6099,0.9,1.1364,23558.0,23558.0,424.04400000000004,2779.844
Chitrakoot,207237.0,49.0,1.8,1.6992000000000003,1.2,1.1328,23558.0,23558.0,447.602,3887.07
Chitrakoot,207237.0,43.7,2.6,2.379,3.6,1.0979999999999999,23558.0,23558.0,636.066,13828.546
Fatehpur,558807.0,55.7,5.5,5.3295,1.8,1.6473000000000002,77733.0,77733.0,4430.781,14225.139000000001
Fatehpur,558807.0,53.6,5.4,5.211,2.6,1.6404999999999998,77733.0,77733.0,4275.315,19200.051
Fatehpur,558807.0,38.5,4.2,3.9312,7.8,1.4975999999999998,77733.0,77733.0,3342.519,56045.492999999995
Kaushambi,349856.0,52.9,4.3,4.127999999999999,1.3,1.5360000000000003,30764.0,30764.0,1353.616,4245.432
Kaushambi,349856.0,51.9,4.3,4.1108,1.6,1.6251999999999998,30764.0,30764.0,1353.616,5137.588
Kaushambi,349856.0,39.5,4.2,3.78,5.5,2.5199999999999996,30764.0,30764.0,1353.616,15812.695999999998
Allahabad,983266.0,46.7,4.4,4.224,1.7,1.44,265304.0,265304.0,12203.983999999999,41387.424
Allahabad,983266.0,42.5,4.0,3.82,12.8,1.528,265304.0,265304.0,11142.768,82244.24
Allahabad,983266.0,28.3,2.8,2.6236,50.7,1.7803,265304.0,265304.0,7693.816,222855.36
Bara Banki,635840.0,49.6,11.7,11.4075,1.2,1.0725000000000002,79068.0,79068.0,9409.092,10436.976
Bara Banki,635840.0,48.4,11.4,11.080800000000002,2.1,1.0692000000000002,79068.0,79068.0,9171.887999999999,14469.444000000001
Bara Banki,635840.0,37.3,8.5,8.0325,10.6,1.5120000000000002,79068.0,79068.0,6957.984,53608.10399999999
Faizabad,510378.0,49.6,9.1,8.7633,1.7,1.0593000000000001,79288.0,79288.0,7373.784000000001,11496.76
Faizabad,510378.0,47.4,8.5,8.134500000000001,3.4,1.2441000000000002,79288.0,79288.0,6898.056,17998.376
Faizabad,510378.0,33.0,4.7,4.3145999999999995,14.3,1.7442,79288.0,79288.0,3885.112,60417.456000000006
Ambedkar Nagar,501559.0,44.2,9.5,9.101,1.6,1.7244,65031.0,65031.0,6438.069,9039.309000000001
Ambedkar Nagar,501559.0,43.4,9.5,9.025,2.6,1.71,65031.0,65031.0,6438.069,12095.766000000001
Ambedkar Nagar,501559.0,37.3,9.2,8.187999999999999,9.9,2.0469999999999997,65031.0,65031.0,6373.0380000000005,35376.864
Sultanpur,839737.0,48.2,8.4,8.1396,1.3,1.6473000000000002,49891.0,49891.0,4290.626,6535.721
Sultanpur,839737.0,47.1,8.2,7.929399999999999,2.1,1.6439,49891.0,49891.0,4190.844,8082.342
Sultanpur,839737.0,27.1,4.2,3.8514000000000004,17.2,1.6506,49891.0,49891.0,2195.204,36370.539000000004
Bahraich,698520.0,60.0,8.4,8.181600000000001,1.1,1.2662000000000002,61742.0,61742.0,5309.812,6482.91
Bahraich,698520.0,58.5,8.2,7.962199999999999,1.9,1.4564999999999997,61742.0,61742.0,5186.328,9693.493999999999
Bahraich,698520.0,39.6,5.5,5.159,12.1,3.6582,61742.0,61742.0,3519.2940000000003,49084.89
Shrawasti,248770.0,53.4,6.6,6.27,0.9,1.805,8504.0,8504.0,578.2719999999999,884.416
Shrawasti,248770.0,52.8,6.7,6.3515999999999995,1.2,1.8011999999999997,8504.0,8504.0,586.7760000000001,1020.48
Shrawasti,248770.0,34.9,9.5,8.511999999999999,12.1,1.7024,8504.0,8504.0,850.4,5357.52
Balrampur,410070.0,53.6,6.3,5.9724,0.9,0.948,35768.0,35768.0,2396.456,3648.336
Balrampur,410070.0,52.3,6.2,5.859,1.3,1.0395,35768.0,35768.0,2324.92,5365.2
Balrampur,410070.0,37.0,4.0,3.628,5.9,2.0861,35768.0,35768.0,1466.4879999999998,25717.192000000003
Gonda,673578.0,49.4,11.1,10.7448,1.0,0.8712000000000001,52794.0,52794.0,5965.722000000001,4170.726000000001
Gonda,673578.0,48.2,10.7,10.336199999999998,2.0,0.8694,52794.0,52794.0,5754.545999999999,6599.25
Gonda,673578.0,30.3,4.3,3.9861,16.7,1.854,52794.0,52794.0,2322.936,40704.174
Siddharthnagar,480165.0,42.8,6.4,6.1568000000000005,1.3,1.3468,33348.0,33348.0,2200.968,3468.192
Siddharthnagar,480165.0,42.2,6.3,6.0417000000000005,1.6,1.4385000000000003,33348.0,33348.0,2167.62,4235.196
Siddharthnagar,480165.0,32.9,5.1,4.656299999999999,6.2,2.4651,33348.0,33348.0,1734.096,15640.212
Basti,513960.0,38.8,9.7,9.3508,1.3,1.4460000000000002,31065.0,31065.0,3106.5,4069.515
Basti,513960.0,38.4,9.5,9.1295,1.9,1.5375999999999999,31065.0,31065.0,3044.37,5094.66
Basti,513960.0,31.8,6.6,5.9201999999999995,10.6,1.8837000000000002,31065.0,31065.0,2112.42,22397.865
Sant Kabir Nagar,324972.0,42.1,10.0,9.73,1.6,1.5568,27179.0,27179.0,2772.258,3343.0170000000003
Sant Kabir Nagar,324972.0,41.6,9.7,9.3896,2.2,1.6456,27179.0,27179.0,2690.7210000000005,4076.85
Sant Kabir Nagar,324972.0,34.5,6.1,5.49,11.0,3.6,27179.0,27179.0,1739.4560000000001,13507.963
Mahrajganj,573046.0,49.5,8.5,8.210999999999999,1.9,2.0286,34033.0,34033.0,2994.9040000000005,5683.5109999999995
Mahrajganj,573046.0,48.8,8.4,8.0892,2.2,2.0223,34033.0,34033.0,2960.8709999999996,6398.204000000001
Mahrajganj,573046.0,35.5,5.6,5.0736,6.8,1.6307999999999998,34033.0,34033.0,1973.914,19875.272
Gorakhpur,761958.0,45.4,8.7,8.4477,2.1,1.8448999999999998,189170.0,189170.0,16836.13,35185.62
Gorakhpur,761958.0,42.3,7.7,7.4305,6.0,1.8335,189170.0,189170.0,14944.43,58075.19
Gorakhpur,761958.0,29.4,3.5,3.3005,21.8,1.886,189170.0,189170.0,6999.29,152092.68000000002
Kushinagar,742324.0,54.6,8.3,8.1174,1.5,1.4669999999999999,42775.0,42775.0,3635.875,6330.7
Kushinagar,742324.0,53.6,8.3,8.084200000000001,2.0,1.4610000000000003,42775.0,42775.0,3635.875,7271.75
Kushinagar,742324.0,35.1,9.0,8.109,12.8,1.4416,42775.0,42775.0,4020.85,26648.825
Deoria,597778.0,45.3,8.4,8.223600000000001,1.6,1.2727000000000002,67928.0,67928.0,5773.88,11343.975999999999
Deoria,597778.0,43.9,8.2,7.9704,2.2,1.3607999999999998,67928.0,67928.0,5638.024,14400.735999999999
Deoria,597778.0,30.7,6.3,5.7456,8.3,1.7328000000000001,67928.0,67928.0,4483.248,42387.072
Azamgarh,891024.0,46.5,8.8,8.5008,2.1,1.7388,80434.0,80434.0,7239.06,13512.912
Azamgarh,891024.0,45.0,8.4,8.013600000000002,3.2,1.8126,80434.0,80434.0,6997.757999999999,16488.97
Azamgarh,891024.0,27.8,4.3,3.4701,16.4,2.2596,80434.0,80434.0,3860.8320000000003,51960.363999999994
Mau,352207.0,45.2,9.8,9.4374,2.0,1.4445,99321.0,99321.0,10031.421,17480.496
Mau,352207.0,42.2,8.9,8.1524,3.2,1.4656,99321.0,99321.0,9336.174,27213.953999999998
Mau,352207.0,31.3,5.6,4.172,7.4,1.639,99321.0,99321.0,6753.8279999999995,63068.835
Ballia,564927.0,46.2,12.4,12.065199999999999,2.2,1.7513999999999998,64454.0,64454.0,8250.112000000001,14308.788
Ballia,564927.0,45.0,12.1,11.737,2.6,1.746,64454.0,64454.0,7992.295999999999,16693.586
Ballia,564927.0,33.7,9.1,8.5722,6.4,1.6014000000000002,64454.0,64454.0,5994.222000000001,39316.94
Jaunpur,926088.0,44.5,7.0,6.776,2.0,1.936,80582.0,80582.0,5801.904,12409.628
Jaunpur,926088.0,44.2,6.8,6.548399999999999,2.9,2.1186000000000003,80582.0,80582.0,5640.74,15955.236
Jaunpur,926088.0,40.4,4.2,3.7842000000000002,14.1,3.4237999999999995,80582.0,80582.0,3545.6080000000006,57857.876
Ghazipur,700173.0,49.1,10.1,9.7162,1.7,1.6354,61467.0,61467.0,6392.568,11432.862000000001
Ghazipur,700173.0,48.0,9.9,9.474300000000001,2.2,1.6269,61467.0,61467.0,6269.633999999999,13584.207000000002
Ghazipur,700173.0,34.0,6.9,6.203100000000001,7.7,1.4384000000000001,61467.0,61467.0,4487.090999999999,40260.885
Chandauli,344937.0,47.2,6.7,6.452100000000001,2.2,1.4445,50822.0,50822.0,3455.8959999999997,9554.536
Chandauli,344937.0,45.3,6.4,6.112,3.4,1.719,50822.0,50822.0,3354.2519999999995,12857.966
Chandauli,344937.0,32.9,4.3,3.8786,11.7,3.0668,50822.0,50822.0,2337.812,35168.824
Varanasi,438935.0,45.4,6.5,6.1945,2.4,1.8107,316129.0,316129.0,21180.643000000004,85670.959
Varanasi,438935.0,38.4,5.1,4.6665,30.6,1.5554999999999999,316129.0,316129.0,16754.837,172290.305
Varanasi,438935.0,29.5,3.2,2.7776,66.0,1.3888,316129.0,316129.0,11064.515,281354.81
Sant Ravidas Nagar (Bhadohi),293510.0,46.1,6.0,5.814000000000001,1.5,1.4535000000000002,45997.0,45997.0,2851.8140000000003,5795.621999999999
Sant Ravidas Nagar (Bhadohi),293510.0,45.3,6.0,5.754000000000001,3.4,1.5344000000000002,45997.0,45997.0,2805.817,8647.436
Sant Ravidas Nagar (Bhadohi),293510.0,40.1,5.5,4.944500000000001,14.7,1.7081,45997.0,45997.0,2621.829,25574.332000000002
Mirzapur,465152.0,49.7,4.7,4.5308,1.6,2.3136,77963.0,77963.0,3742.2239999999997,14968.895999999999
Mirzapur,465152.0,47.9,4.5,4.2975,5.6,2.292,77963.0,77963.0,3586.298,20426.305999999997
Mirzapur,465152.0,37.0,3.4,3.077,30.0,2.1719999999999997,77963.0,77963.0,2728.705,53404.655
Sonbhadra,337048.0,53.9,1.8,1.7406,1.3,1.7406,91040.0,91040.0,1638.72,12472.48
Sonbhadra,337048.0,50.1,2.3,2.2172,6.6,1.6388,91040.0,91040.0,2093.9199999999996,21940.64
Sonbhadra,337048.0,32.8,4.4,4.1844,30.7,0.951,91040.0,91040.0,4278.88,64365.28
Etah,334246.0,54.0,6.8,6.500799999999999,1.2,0.7648,67752.0,67752.0,4742.64,6233.183999999999
Etah,334246.0,52.0,6.2,5.921,2.8,0.955,67752.0,67752.0,4336.128000000001,13414.896
Etah,334246.0,41.4,3.0,2.844,11.8,1.896,67752.0,67752.0,2100.312,53049.816
Kanshiram Nagar,271234.0,59.0,8.5,8.16,1.2,0.7680000000000001,72490.0,72490.0,6451.61,8118.88
Kanshiram Nagar,271234.0,56.8,7.7,7.3843000000000005,2.5,0.8631,72490.0,72490.0,5799.2,17397.6
Kanshiram Nagar,271234.0,47.9,4.3,4.1022,7.5,1.4310000000000003,72490.0,72490.0,3189.56,55744.81
Pashchim Champaran,839514.0,61.0,4.7,4.5496,0.7,1.2584,96620.0,96620.0,4734.380000000001,11111.3
Pashchim Champaran,839514.0,59.9,5.0,4.83,0.9,1.3523999999999998,96620.0,96620.0,5024.24,15362.58
Pashchim Champaran,839514.0,49.9,7.2,6.876,2.8,2.483,96620.0,96620.0,7149.88,52078.18
Purba Champaran,1142260.0,54.9,5.5,5.401,1.0,1.3747999999999998,101565.0,101565.0,5687.64,15742.575
Purba Champaran,1142260.0,54.0,5.5,5.395499999999999,1.2,1.4714999999999998,101565.0,101565.0,5687.64,18484.83
Purba Champaran,1142260.0,41.8,5.6,5.420799999999999,3.4,2.3232,101565.0,101565.0,5789.205,54845.1
Sheohar,158484.0,58.1,3.3,3.2307,0.9,3.2307,7516.0,7516.0,255.54399999999998,1488.1680000000001
Sheohar,158484.0,57.5,3.5,3.423,1.0,3.2273999999999994,7516.0,7516.0,270.576,1533.264
Sheohar,158484.0,43.4,7.9,7.536600000000001,3.6,2.5758000000000005,7516.0,7516.0,601.28,2773.4039999999995
Sitamarhi,807294.0,55.9,5.9,5.6404,1.2,2.4856,49670.0,49670.0,3079.54,9288.29
Sitamarhi,807294.0,55.1,5.9,5.6404,1.3,2.5812,49670.0,49670.0,3079.54,10331.36
Sitamarhi,807294.0,40.2,6.3,6.0291,3.5,3.5409,49670.0,49670.0,3228.55,30050.35
Madhubani,1047552.0,45.7,4.3,3.938799999999999,1.2,1.9235999999999998,41234.0,41234.0,1937.9980000000003,7133.482000000001
Madhubani,1047552.0,45.5,4.4,4.0304,1.3,2.0152,41234.0,41234.0,1979.2319999999997,7628.29
Madhubani,1047552.0,39.0,6.6,6.098400000000001,2.7,3.7883999999999998,41234.0,41234.0,2927.6139999999996,22884.87
Supaul,572287.0,58.8,4.6,4.374599999999999,0.7,1.0461,27815.0,27815.0,1362.935,2531.165
Supaul,572287.0,58.4,4.7,4.465,0.8,1.14,27815.0,27815.0,1390.75,3004.02
Supaul,572287.0,49.2,7.6,7.166799999999999,2.8,2.9233,27815.0,27815.0,2169.57,13017.42
Araria,659061.0,63.0,3.6,3.5244000000000004,0.5,0.9790000000000001,44213.0,44213.0,1635.881,2962.271
Araria,659061.0,62.0,3.7,3.6186000000000003,0.6,1.1735999999999998,44213.0,44213.0,1680.094,4156.022
Araria,659061.0,46.2,6.2,5.9582,3.0,4.805,44213.0,44213.0,2829.632,24007.659
Kishanganj,401793.0,61.7,3.5,3.465,0.4,1.089,43357.0,43357.0,1517.495,2688.134
Kishanganj,401793.0,60.1,3.9,3.8531999999999997,0.5,1.5808000000000002,43357.0,43357.0,1690.9229999999998,4509.128
Kishanganj,401793.0,45.0,7.7,7.4536,2.1,6.3888,43357.0,43357.0,3425.203,22502.283
Purnia,712847.0,63.9,5.0,4.91,0.7,1.2766000000000002,85749.0,85749.0,4373.199,7374.414000000001
Purnia,712847.0,62.0,5.4,5.2974,1.1,1.8639,85749.0,85749.0,4716.195,11747.613000000001
Purnia,712847.0,44.7,9.5,9.2055,5.0,6.783,85749.0,85749.0,8317.652999999998,50677.65900000001
Katihar,668232.0,61.2,4.9,4.8313999999999995,0.7,2.465,69838.0,69838.0,3491.9,8869.426
Katihar,668232.0,59.4,5.1,5.0184,1.0,2.6568,69838.0,69838.0,3561.738,12221.65
Katihar,668232.0,41.0,6.9,6.6792,4.2,4.4528,69838.0,69838.0,4958.498,47839.03
Madhepura,486278.0,61.9,6.0,5.814000000000001,0.9,1.9380000000000002,24000.0,24000.0,1488.0,2712.0
Madhepura,486278.0,61.1,6.1,5.904799999999999,1.0,2.1296,24000.0,24000.0,1512.0,3144.0
Madhepura,486278.0,44.1,8.5,8.092,2.3,6.0928,24000.0,24000.0,2087.9999999999995,12312.0
Saharsa,432651.0,62.6,6.4,6.2208000000000006,0.8,1.7496,38046.0,38046.0,2511.0359999999996,4755.75
Saharsa,432651.0,61.0,6.5,6.3115,1.1,2.0391,38046.0,38046.0,2549.0820000000003,6353.682
Saharsa,432651.0,41.5,7.2,6.9264,4.8,4.9062,38046.0,38046.0,2815.4040000000005,25719.095999999998
Darbhanga,907174.0,50.7,7.8,7.5192000000000005,1.2,2.6992000000000003,95539.0,95539.0,7738.659000000001,19967.650999999998
Darbhanga,907174.0,49.5,7.9,7.6076999999999995,1.5,2.6963999999999997,95539.0,95539.0,7834.197999999999,23980.289
Darbhanga,907174.0,38.2,8.6,8.2216,4.2,2.4856,95539.0,95539.0,8598.51,64011.13
Muzaffarpur,998694.0,58.8,8.3,8.1008,1.5,2.6351999999999998,120700.0,120700.0,10138.8,26433.3
Muzaffarpur,998694.0,56.5,8.1,7.8894,2.1,2.6298000000000004,120700.0,120700.0,10018.1,32709.7
Muzaffarpur,998694.0,34.0,6.6,6.27,8.0,2.1849999999999996,120700.0,120700.0,8207.6,93059.7
Gopalganj,515925.0,52.1,7.9,7.7499,1.2,1.1771999999999998,38133.0,38133.0,3050.64,6902.073
Gopalganj,515925.0,51.2,7.7,7.546,1.3,1.176,38133.0,38133.0,3012.507,7626.6
Gopalganj,515925.0,37.9,6.0,5.718,3.4,1.4295,38133.0,38133.0,2326.113,19371.564
Siwan,632514.0,45.7,8.1,7.962299999999999,1.3,1.2779,41858.0,41858.0,3432.3559999999998,8455.315999999999
Siwan,632514.0,45.0,8.0,7.848,1.4,1.1771999999999998,41858.0,41858.0,3390.498,9585.482
Siwan,632514.0,32.2,5.8,5.4288,4.1,1.0296,41858.0,41858.0,2553.3379999999997,29886.612
Saran,701323.0,50.4,8.6,8.4366,1.2,1.1771999999999998,76299.0,76299.0,6638.012999999999,13581.222
Saran,701323.0,49.5,8.5,8.3215,1.4,1.1748,76299.0,76299.0,6561.714,16327.985999999999
Saran,701323.0,39.8,7.7,7.3843000000000005,3.8,2.0139,76299.0,76299.0,6027.621,45016.41
Vaishali,699317.0,55.9,12.1,11.906400000000001,1.4,3.3456,51494.0,51494.0,6333.762000000001,12873.5
Vaishali,699317.0,55.2,12.0,11.796,1.6,3.4405,51494.0,51494.0,6282.267999999999,14006.368
Vaishali,699317.0,43.3,10.3,9.908600000000002,4.8,5.5796,51494.0,51494.0,5458.3640000000005,31926.28
Samastipur,1012979.0,57.4,9.4,9.1274,1.1,2.3303999999999996,43486.0,43486.0,4218.142,7392.62
Samastipur,1012979.0,56.7,9.3,9.021,1.2,2.328,43486.0,43486.0,4174.656,8175.368
Samastipur,1012979.0,37.0,6.3,6.047999999999999,3.7,2.4960000000000004,43486.0,43486.0,2826.59,30527.172000000002
Begusarai,594377.0,55.7,11.4,11.126399999999999,1.9,5.1728,139248.0,139248.0,16152.768,35508.24
Begusarai,594377.0,53.3,11.1,10.8225,2.5,5.5575,139248.0,139248.0,15735.024000000001,43584.624
Begusarai,594377.0,42.3,9.6,9.3024,5.1,7.1706,139248.0,139248.0,13646.304000000002,80346.096
Khagaria,373696.0,57.8,8.8,8.650400000000001,1.5,4.5218,21007.0,21007.0,1869.6230000000003,4558.518999999999
Khagaria,373696.0,57.2,8.7,8.526,1.6,4.507999999999999,21007.0,21007.0,1869.6230000000003,4999.666
Khagaria,373696.0,44.6,7.0,6.489,3.7,4.635,21007.0,21007.0,1512.504,13927.640999999998
Bhagalpur,522527.0,57.0,8.6,8.333400000000001,1.9,4.4574,130634.0,130634.0,11495.792000000001,32789.134000000005
Bhagalpur,522527.0,54.0,8.4,8.106,2.5,4.825,130634.0,130634.0,11234.524,44023.65800000001
Bhagalpur,522527.0,40.6,7.5,7.0875,5.5,6.3315,130634.0,130634.0,10058.818000000001,93664.57800000001
Banka,425604.0,57.7,6.6,6.303,0.7,1.337,18492.0,18492.0,1257.456,2052.6119999999996
Banka,425604.0,57.2,6.5,6.2075,0.8,1.4325,18492.0,18492.0,1238.9640000000002,2274.516
Banka,425604.0,45.0,4.9,4.669700000000001,3.5,3.3355,18492.0,18492.0,943.092,8284.416
Munger,222281.0,56.8,7.7,7.468999999999999,2.2,4.656,85782.0,85782.0,6776.778,22389.102000000003
Munger,222281.0,51.5,7.4,7.133600000000001,2.8,4.82,85782.0,85782.0,6519.432,33283.416
Munger,222281.0,37.0,6.5,6.161999999999999,4.5,5.2139999999999995,85782.0,85782.0,5747.394,63650.244000000006
Lakhisarai,175882.0,56.9,7.5,7.2525,2.3,4.835,31763.0,31763.0,2445.751,8512.484
Lakhisarai,175882.0,55.8,7.6,7.3187999999999995,2.6,5.0076,31763.0,31763.0,2477.514,10100.634
Lakhisarai,175882.0,49.5,8.2,7.691599999999998,3.8,5.721799999999999,31763.0,31763.0,2668.092,19566.008
Sheikhpura,108293.0,58.1,9.1,8.827,1.1,3.1040000000000005,24345.0,24345.0,2288.43,5915.835
Sheikhpura,108293.0,55.6,8.8,8.5008,1.4,3.0912,24345.0,24345.0,2215.395,7035.705
Sheikhpura,108293.0,43.0,7.2,6.796800000000001,2.7,3.0208000000000004,24345.0,24345.0,1801.53,12708.09
Nalanda,514141.0,56.1,9.0,8.514,1.5,2.365,102522.0,102522.0,9739.59,23375.016
Nalanda,514141.0,53.6,8.7,8.2389,2.2,2.4622,102522.0,102522.0,9432.024,31474.254
Nalanda,514141.0,39.7,6.9,6.568800000000001,5.9,3.0464,102522.0,102522.0,7279.062,75456.192
Patna,657991.0,54.9,8.7,8.2128,1.7,2.5488000000000004,552103.0,552103.0,50241.373,152380.428
Patna,657991.0,43.9,7.1,6.745,8.3,2.47,552103.0,552103.0,40855.622,292614.59
Patna,657991.0,29.5,5.0,4.785,17.0,2.2968,552103.0,552103.0,28709.356,477569.095
Bhojpur,434559.0,53.3,8.1,7.5005999999999995,1.3,1.4816,77368.0,77368.0,6731.016,15860.44
Bhojpur,434559.0,51.3,8.1,7.5249,1.9,1.4864000000000002,77368.0,77368.0,6653.647999999999,21044.096
Bhojpur,434559.0,39.0,8.0,7.5920000000000005,5.7,1.6133000000000002,77368.0,77368.0,6344.1759999999995,53074.448
Buxar,299252.0,52.8,9.7,9.050099999999999,1.4,1.3061999999999998,35405.0,35405.0,3717.525,7081.0
Buxar,299252.0,51.3,9.6,8.9472,1.6,1.3048,35405.0,35405.0,3646.715,8745.035
Buxar,299252.0,36.9,8.3,7.7273000000000005,4.0,1.3033999999999997,35405.0,35405.0,3115.64,23792.16
Kaimur (Bhabua),325143.0,57.6,6.1,5.801099999999999,1.1,0.8559,15299.0,15299.0,994.435,2218.355
Kaimur (Bhabua),325143.0,56.5,6.1,5.795,1.3,0.855,15299.0,15299.0,979.1360000000001,2554.933
Kaimur (Bhabua),325143.0,31.4,4.5,4.1625,4.1,0.74,15299.0,15299.0,703.7539999999999,10739.898000000001
Rohtas,512383.0,53.1,5.9,5.451600000000001,1.7,1.1088,95678.0,95678.0,6123.392000000001,20188.058
Rohtas,512383.0,51.1,5.9,5.4752,2.4,1.2992,95678.0,95678.0,6027.714,26981.196
