District,Households_Rural,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
Hailakandi,159215.0,29.8,7.5,7.2825,12.5,4.0782,16202.0,16202.0,1231.3519999999999,15894.162
Bongaigaon,181923.0,63.8,12.4,12.300800000000002,2.2,5.654400000000001,38470.0,38470.0,4808.75,18927.24
Bongaigaon,181923.0,57.8,11.0,10.901,3.7,5.3514,38470.0,38470.0,4270.17,21697.08
Bongaigaon,181923.0,28.6,4.3,4.2440999999999995,11.1,4.1454,38470.0,38470.0,1654.21,35238.52
Chirang,129018.0,56.4,10.7,10.518099999999999,2.5,4.5218,11613.0,11613.0,1265.817,2787.12
Chirang,129018.0,55.0,11.0,10.802,2.6,5.106400000000001,11613.0,11613.0,1300.656,3332.9309999999996
Chirang,129018.0,38.7,14.7,14.391300000000001,4.0,12.3354,11613.0,11613.0,1718.724,9859.437
Kamrup,390596.0,58.1,12.2,12.0048,3.8,7.9704,43849.0,43849.0,5393.427000000001,24993.93
Kamrup,390596.0,56.6,11.8,11.5876,4.6,7.7578000000000005,43849.0,43849.0,5218.031,25958.608000000004
Kamrup,390596.0,43.3,8.3,8.0178,11.6,5.989199999999999,43849.0,43849.0,3727.165,34509.163
Kamrup Metropolitan,61334.0,51.7,9.9,9.7812,6.8,6.916,366858.0,366858.0,37052.657999999996,237357.12600000002
Kamrup Metropolitan,61334.0,30.3,4.7,4.6295,19.4,3.6445000000000003,366858.0,366858.0,17609.183999999997,338609.934
Kamrup Metropolitan,61334.0,26.7,3.9,3.8376,21.6,3.1488000000000005,366858.0,366858.0,14307.462,355852.26
Nalbari,210706.0,60.1,9.3,9.1605,4.8,9.7515,28238.0,28238.0,2682.61,17987.606
Nalbari,210706.0,58.1,9.2,9.0528,5.5,9.4464,28238.0,28238.0,2654.3720000000003,18834.746
Nalbari,210706.0,42.5,8.4,8.181600000000001,11.0,7.1102,28238.0,28238.0,2400.23,25442.438
Baksa,291641.0,63.1,11.1,10.911299999999999,2.4,8.650400000000001,3580.0,3580.0,400.96,1385.46
Baksa,291641.0,63.0,11.1,10.911299999999999,2.5,8.7487,3580.0,3580.0,400.96,1410.52
Baksa,291641.0,52.5,7.5,7.26,14.1,19.6504,3580.0,3580.0,268.5,3368.78
Darrang,268517.0,57.0,17.6,17.424,2.3,7.3260000000000005,20189.0,20189.0,3593.6420000000003,9609.964
Darrang,268517.0,55.4,17.0,16.813000000000002,3.2,7.318600000000001,20189.0,20189.0,3472.508,10215.634
Darrang,268517.0,33.0,8.3,8.0178,14.8,6.3755999999999995,20189.0,20189.0,1736.254,18533.502
Udalguri,267790.0,59.2,10.6,10.4834,3.3,7.1208,13835.0,13835.0,1480.345,5741.525
Udalguri,267790.0,57.9,10.4,10.285600000000002,3.6,7.0219000000000005,13835.0,13835.0,1452.675,6073.565
Udalguri,267790.0,34.8,7.0,6.895,8.8,5.319000000000001,13835.0,13835.0,996.12,12423.83
Darjiling,303284.0,53.0,7.9,7.7025,5.5,4.5825,215675.0,215675.0,17254.0,112798.025
Darjiling,303284.0,44.3,6.8,6.596,10.2,4.268,215675.0,215675.0,15097.25,141698.475
Darjiling,303284.0,30.4,5.2,4.997199999999999,17.5,3.844,215675.0,215675.0,11430.775,187637.25
Jalpaiguri,798378.0,56.5,15.7,15.354599999999998,2.3,4.3032,319426.0,319426.0,51108.16,118507.046
Jalpaiguri,798378.0,50.7,14.2,13.845,3.4,4.1925,319426.0,319426.0,46316.77,158754.722
Jalpaiguri,798378.0,35.9,10.3,9.980700000000002,6.3,3.8760000000000003,319426.0,319426.0,33539.73,262887.598
Koch Bihar,803407.0,56.2,12.3,12.0048,2.6,8.1008,97331.0,97331.0,12263.705999999998,54213.367
Koch Bihar,803407.0,53.7,11.9,11.6025,2.9,7.8,97331.0,97331.0,11777.051,57619.952000000005
Koch Bihar,803407.0,32.7,7.8,7.534799999999999,6.2,4.926599999999999,97331.0,97331.0,7689.149,87889.89299999998
Uttar Dinajpur,683981.0,56.1,12.1,11.773299999999999,1.5,1.8486999999999998,94269.0,94269.0,11689.356000000002,19419.414
Uttar Dinajpur,683981.0,54.1,12.4,12.065199999999999,2.0,2.0433000000000003,94269.0,94269.0,11877.893999999998,25923.975
Uttar Dinajpur,683981.0,38.5,14.3,13.828100000000001,6.0,3.2878,94269.0,94269.0,13763.274,75980.814
Dakshin Dinajpur,390949.0,56.4,11.7,11.4543,1.7,2.5454000000000003,70077.0,70077.0,8339.163,19271.175
Dakshin Dinajpur,390949.0,53.0,11.4,11.1378,2.6,3.7126,70077.0,70077.0,8058.855,25788.335999999996
Dakshin Dinajpur,390949.0,32.8,9.1,8.7815,8.0,10.808,70077.0,70077.0,6517.161000000001,64190.53199999999
Maldah,830318.0,57.3,11.1,10.8003,1.1,2.7244,128678.0,128678.0,14540.614000000001,32684.211999999996
Maldah,830318.0,55.9,10.7,10.4004,1.9,2.6244,128678.0,128678.0,14025.902,40790.926
Maldah,830318.0,46.6,8.2,7.8801999999999985,7.3,2.4985999999999997,128678.0,128678.0,10680.274000000001,95607.754
Murshidabad,1501066.0,54.3,16.6,16.085400000000003,1.7,4.9419,350899.0,350899.0,59652.83,121761.95300000001
Murshidabad,1501066.0,52.4,15.4,14.768600000000001,2.1,4.6032,350899.0,350899.0,56143.84,138605.105
Murshidabad,1501066.0,43.2,10.2,9.2922,3.9,2.9152,350899.0,350899.0,40704.284,216855.582
Birbhum,831044.0,50.7,15.4,14.999600000000001,1.5,2.0454000000000003,134565.0,134565.0,20992.14,25163.655
Birbhum,831044.0,48.8,14.6,14.191200000000002,2.1,2.0412,134565.0,134565.0,19915.62,32430.165
Birbhum,831044.0,35.6,9.0,8.622,6.6,2.0118,134565.0,134565.0,12514.545,82892.04
Barddhaman,1364868.0,50.5,9.3,9.095400000000001,2.0,4.9878,862368.0,862368.0,81062.592,397551.64800000004
Barddhaman,1364868.0,45.5,8.1,7.9137,5.7,3.8103000000000002,862368.0,862368.0,71576.54400000001,480338.976
Barddhaman,1364868.0,37.2,6.2,6.0512,11.9,1.952,862368.0,862368.0,54329.183999999994,616593.12
Nadia,1081381.0,52.9,15.3,14.994000000000002,2.3,9.702,468390.0,468390.0,73068.84,333962.07
Nadia,1081381.0,48.9,13.9,13.5386,3.4,8.084200000000001,468390.0,468390.0,66042.99,363470.64
Nadia,1081381.0,39.1,10.2,9.792,6.2,4.127999999999999,468390.0,468390.0,49649.34,437007.87
North Twenty Four Parganas,1209337.0,45.5,19.5,19.2075,3.1,11.229000000000001,1649803.0,1649803.0,325011.191,1301694.567
North Twenty Four Parganas,1209337.0,38.1,11.4,11.172,7.5,5.88,1649803.0,1649803.0,191377.14800000002,1443577.625
North Twenty Four Parganas,1209337.0,32.5,5.3,5.1781,10.9,1.954,1649803.0,1649803.0,89089.36200000001,1550814.82
Hugli,992085.0,44.6,11.6,11.379599999999998,2.1,4.512599999999999,647953.0,647953.0,75810.50099999999,389419.753
Hugli,992085.0,40.0,9.1,8.9089,4.5,3.3286000000000002,647953.0,647953.0,59611.676,461342.536
Hugli,992085.0,32.8,5.2,5.07,8.3,1.4625,647953.0,647953.0,34341.509,575382.264
Bankura,900515.0,51.0,11.5,11.201,0.7,0.9740000000000001,90885.0,90885.0,10633.545,14996.025
Bankura,900515.0,49.8,11.2,10.8976,1.0,1.0703,90885.0,90885.0,10451.775,18449.655
Bankura,900515.0,37.1,8.7,8.3607,3.9,1.7298,90885.0,90885.0,8088.765,54894.54
Puruliya,653219.0,57.5,6.9,6.396300000000001,0.3,0.6489,99433.0,99433.0,7358.042,6065.413
Puruliya,653219.0,55.5,6.9,6.4239,0.9,0.7448,99433.0,99433.0,7258.609,11733.094000000001
Puruliya,653219.0,41.4,6.5,6.226999999999999,4.6,1.1496,99433.0,99433.0,6662.0109999999995,50611.397000000004
Haora,483384.0,39.3,13.5,13.1895,1.4,8.0114,869313.0,869313.0,120834.50700000001,523326.42600000004
Haora,483384.0,35.7,9.0,8.721,4.5,4.9419,869313.0,869313.0,79976.796,649376.811
Haora,483384.0,33.5,6.2,5.976800000000001,6.4,3.0848,869313.0,869313.0,56505.345,725876.355
Kolkata,0.0,29.8,2.6,2.5402,43.4,0.8793000000000001,1308106.0,1308106.0,35318.862,1241392.594
Kolkata,0.0,29.8,2.6,2.5402,43.4,0.8793000000000001,1308106.0,1308106.0,35318.862,1241392.594
South Twenty Four Parganas,1568802.0,48.7,15.9,15.5343,1.5,7.034400000000001,611430.0,611430.0,99051.66,336286.5
South Twenty Four Parganas,1568802.0,45.6,13.7,13.371199999999998,2.3,5.855999999999999,611430.0,611430.0,85600.2,382755.18
South Twenty Four Parganas,1568802.0,37.3,7.9,7.6946,4.5,2.7272,611430.0,611430.0,49525.83,508098.33
Paschim Medinipur,1364335.0,49.6,12.7,12.128499999999999,1.3,6.3985,201048.0,201048.0,26538.335999999996,84239.112
Paschim Medinipur,1364335.0,47.4,12.1,11.5918,1.8,5.9396,201048.0,201048.0,25332.048,92683.12800000001
Paschim Medinipur,1364335.0,31.9,8.2,7.9868,5.8,1.9480000000000002,201048.0,201048.0,16686.984,155209.056
Purba Medinipur,1193006.0,47.2,17.5,16.9225,2.1,25.7222,170707.0,170707.0,30897.967,146125.19199999998
Purba Medinipur,1193006.0,45.7,16.6,16.0688,2.4,23.9096,170707.0,170707.0,29361.604,145613.071
Purba Medinipur,1193006.0,34.0,9.9,9.702,5.2,8.526,170707.0,170707.0,17241.407,141345.396
Garhwa,272872.0,61.5,4.6,4.531,0.3,0.4925,19180.0,19180.0,882.28,939.82
Garhwa,272872.0,60.6,4.7,4.6248000000000005,0.7,0.49200000000000005,19180.0,19180.0,901.46,1361.78
Garhwa,272872.0,43.2,6.8,6.5212,8.0,0.5754,19180.0,19180.0,1304.24,8880.34
Chatra,200974.0,55.2,4.3,4.127999999999999,0.3,0.48,14528.0,14528.0,653.76,958.8479999999998
Chatra,200974.0,54.6,4.3,4.1237,0.4,0.5754,14528.0,14528.0,653.76,1467.328
Chatra,200974.0,44.5,4.0,3.7880000000000003,2.5,2.0834,14528.0,14528.0,595.6479999999999,9544.896
Kodarma,116714.0,50.8,4.0,3.8760000000000003,0.6,0.8721000000000001,34771.0,34771.0,1460.382,2642.5959999999995
Kodarma,116714.0,49.2,4.3,4.1581,1.1,0.9670000000000001,34771.0,34771.0,1529.9240000000002,5737.215
Kodarma,116714.0,43.2,5.2,4.986800000000001,3.4,1.1508,34771.0,34771.0,1877.6340000000002,17489.813
Giridih,452564.0,50.8,3.0,2.8560000000000003,0.3,0.47600000000000003,46886.0,46886.0,1453.4660000000001,2719.388
Giridih,452564.0,49.4,3.0,2.8529999999999998,0.6,0.5706,46886.0,46886.0,1453.4660000000001,5063.688
Giridih,452564.0,35.4,3.3,3.0921,3.0,1.5929,46886.0,46886.0,1594.124,28741.118
Deoghar,257373.0,55.2,4.8,4.3919999999999995,0.3,0.6405,64337.0,64337.0,3281.1869999999994,3538.535
Deoghar,257373.0,51.8,4.6,4.2412,1.1,0.8298000000000001,64337.0,64337.0,3216.85,10551.267999999998
Deoghar,257373.0,35.8,4.1,3.9114,5.2,2.0034000000000005,64337.0,64337.0,2702.1540000000005,43942.170999999995
Godda,276454.0,57.9,8.7,8.0823,0.3,0.8361000000000002,15576.0,15576.0,1432.9919999999997,1230.5040000000001
Godda,276454.0,56.9,8.5,7.8965000000000005,0.4,0.929,15576.0,15576.0,1401.84,1635.48
Godda,276454.0,34.9,4.1,3.8703999999999996,2.1,2.9264000000000006,15576.0,15576.0,654.192,10108.824
Sahibganj,223450.0,61.0,6.9,6.486000000000001,0.3,1.5979999999999999,37543.0,37543.0,2740.6389999999997,3453.9559999999997
Sahibganj,223450.0,58.8,7.0,6.601,0.5,1.9803,37543.0,37543.0,2740.6389999999997,5744.079000000001
Sahibganj,223450.0,45.0,7.7,7.3689,1.7,4.4022,37543.0,37543.0,2928.354,20385.849
Pakur,200588.0,56.2,7.0,6.552,0.2,0.9359999999999999,16587.0,16587.0,1177.677,1210.8509999999999
Pakur,200588.0,55.4,6.9,6.479100000000001,0.3,0.9390000000000001,16587.0,16587.0,1161.09,1691.874
Pakur,200588.0,45.6,5.7,5.540400000000001,1.0,1.7496,16587.0,16587.0,945.4590000000001,7712.955
Dhanbad,258764.0,50.8,4.6,4.4712,0.8,0.38880000000000003,405455.0,405455.0,19056.385,49465.51
Dhanbad,258764.0,46.4,4.1,3.9892999999999996,4.4,1.0703,405455.0,405455.0,17029.11,161371.08999999997
Dhanbad,258764.0,43.3,3.7,3.6038000000000006,7.0,1.4610000000000003,405455.0,405455.0,15812.745,240434.815
Bokaro,250312.0,48.1,4.0,3.8480000000000003,0.4,0.6734,258452.0,258452.0,10596.532,17057.832
Bokaro,250312.0,42.1,3.5,3.388,12.5,0.8712000000000001,258452.0,258452.0,9304.272,86581.42
Bokaro,250312.0,35.5,3.1,3.0194000000000005,25.7,1.1688,258452.0,258452.0,8270.464,162049.404
Lohardaga,96759.0,57.6,2.7,2.5083,0.5,0.8361000000000002,14725.0,14725.0,412.3,1074.925
Lohardaga,96759.0,54.8,2.9,2.6941,0.6,0.929,14725.0,14725.0,441.75,2194.025
Lohardaga,96759.0,34.2,4.3,4.0205,1.3,1.496,14725.0,14725.0,647.9000000000001,10381.125
Purbi Singhbhum,262537.0,46.8,5.5,5.06,0.9,1.1039999999999999,342126.0,342126.0,19843.308,46529.136
Purbi Singhbhum,262537.0,35.2,3.8,3.6214,17.9,1.1436,342126.0,342126.0,13342.913999999999,170720.87399999998
Purbi Singhbhum,262537.0,25.3,2.3,2.2586,32.3,1.1784000000000001,342126.0,342126.0,7868.897999999999,276095.682
Palamu,355529.0,61.0,6.2,6.0202,0.6,0.971,52375.0,52375.0,3299.625,3875.75
Palamu,355529.0,58.5,6.1,5.916999999999999,1.0,1.067,52375.0,52375.0,3247.25,6861.125
Palamu,355529.0,38.6,5.3,5.0774,4.0,1.5328,52375.0,52375.0,2828.25,30534.625
Latehar,146377.0,55.8,2.2,2.1186000000000003,0.3,0.7704000000000001,14137.0,14137.0,311.014,1017.864
Latehar,146377.0,54.6,2.4,2.3087999999999997,0.5,0.7696000000000001,14137.0,14137.0,339.28799999999995,1526.796
Latehar,146377.0,39.1,4.9,4.679500000000001,2.4,1.2415,14137.0,14137.0,706.85,7888.446
Hazaribagh,312983.0,45.8,3.2,3.0336000000000003,0.5,0.5688,68765.0,68765.0,2269.245,6395.145
Hazaribagh,312983.0,43.5,3.1,2.9419,1.0,0.6643000000000001,68765.0,68765.0,2269.245,13477.94
Hazaribagh,312983.0,31.6,2.8,2.6795999999999998,3.9,1.0527000000000002,68765.0,68765.0,2062.95,50542.275
Ramgarh,134067.0,48.1,3.7,3.5631,0.8,0.5778,118558.0,118558.0,4505.204,13041.38
Ramgarh,134067.0,43.8,3.6,3.4776,5.0,0.6761999999999999,118558.0,118558.0,4386.646000000001,39005.581999999995
Ramgarh,134067.0,38.5,3.4,3.2946000000000004,10.2,0.7752000000000001,118558.0,118558.0,4268.088,71134.8
Dumka,303697.0,57.4,5.6,5.0624,0.3,0.8136000000000001,23281.0,23281.0,1396.86,1443.422
Dumka,303697.0,55.8,5.6,5.079199999999999,0.5,0.907,23281.0,23281.0,1373.579,2281.538
Dumka,303697.0,31.8,4.9,4.6158,3.4,2.7318000000000002,23281.0,23281.0,1164.05,14946.402
Jamtara,165555.0,58.7,4.7,4.4039,0.1,0.3748,20113.0,20113.0,985.5370000000001,884.9720000000001
Jamtara,165555.0,56.1,4.6,4.3194,0.3,0.37560000000000004,20113.0,20113.0,945.311,1971.0740000000003
Jamtara,165555.0,32.1,3.2,3.0624000000000002,2.0,0.6698999999999999,20113.0,20113.0,663.7289999999999,12087.913
Ranchi,420740.0,47.5,2.7,2.3787000000000003,1.0,1.2333999999999998,310242.0,310242.0,9307.26,40951.943999999996
Ranchi,420740.0,40.4,3.2,2.9312,5.7,1.3739999999999997,310242.0,310242.0,10858.47,126888.97799999999
Ranchi,420740.0,30.7,4.0,3.86,12.3,1.4475,310242.0,310242.0,12719.921999999999,245401.422
Khunti,0.0,44.9,2.7,2.1843000000000004,0.3,0.4045,0.0,0.0,0.0,0.0
Khunti,0.0,44.2,2.7,2.2194000000000003,0.4,0.4932,0.0,0.0,0.0,0.0
Khunti,0.0,36.9,3.0,2.8920000000000003,2.5,1.3496000000000001,0.0,0.0,0.0,0.0
Gumla,216629.0,48.9,2.4,1.8936000000000002,0.4,0.789,16445.0,16445.0,476.905,1052.48
Gumla,216629.0,48.1,2.5,1.9975,0.6,0.8789000000000001,16445.0,16445.0,493.35,1693.835
Gumla,216629.0,36.4,4.9,4.606,3.2,3.102,16445.0,16445.0,822.25,11264.825
Simdega,144169.0,51.4,2.6,2.2698,0.3,0.5237999999999999,11114.0,11114.0,322.306,544.586
Simdega,144169.0,50.5,2.7,2.3706,0.4,0.6145999999999999,11114.0,11114.0,333.42,911.3479999999998
Simdega,144169.0,38.4,3.9,3.7245,2.8,1.6235,11114.0,11114.0,444.56,5934.876
Pashchimi Singhbhum,336928.0,47.9,3.7,3.4965,0.3,0.37800000000000006,63396.0,63396.0,2535.84,2345.652
Pashchimi Singhbhum,336928.0,46.3,3.8,3.61,1.9,0.57,63396.0,63396.0,2599.236,7480.728
Pashchimi Singhbhum,336928.0,36.8,4.5,4.4055,11.3,1.2727000000000002,63396.0,63396.0,2852.82,37340.244
Saraikela-Kharsawan,217248.0,47.1,3.3,2.9534999999999996,0.5,0.5369999999999999,68439.0,68439.0,2463.804,4380.0960000000005
Saraikela-Kharsawan,217248.0,44.4,3.3,3.0162,3.0,0.7312000000000001,68439.0,68439.0,2463.804,13893.117
Saraikela-Kharsawan,217248.0,35.9,3.4,3.3082,10.9,1.5568,68439.0,68439.0,2326.926,44143.155
Bargarh,411566.0,64.0,8.2,7.8474,0.8,1.0527000000000002,47395.0,47395.0,4028.575,5829.585
Bargarh,411566.0,62.2,7.9,7.568200000000001,1.1,1.1496,47395.0,47395.0,3838.995,7630.595000000001
Bargarh,411566.0,44.9,4.6,4.4252,3.9,1.8278,47395.0,47395.0,2227.565,25688.09
Jharsuguda,103224.0,68.0,5.7,5.4321,0.8,0.4765,73962.0,73962.0,4363.758000000001,6952.428000000001
Jharsuguda,103224.0,59.1,5.6,5.3872,3.6,0.6734,73962.0,73962.0,4289.795999999999,19304.082000000002
Jharsuguda,103224.0,44.5,5.5,5.3735,8.2,1.0747000000000002,73962.0,73962.0,4141.871999999999,39643.632000000005
Sambalpur,220697.0,67.4,7.5,7.26,0.6,0.484,94798.0,94798.0,7394.244000000001,8152.628
Sambalpur,220697.0,59.8,6.9,6.6999,2.6,0.8739,94798.0,94798.0,6635.86,21708.742
Sambalpur,220697.0,40.5,5.1,5.0031,8.0,1.962,94798.0,94798.0,4929.496,56404.81
Debagarh,91408.0,73.8,13.3,13.087200000000003,0.5,0.5904,7350.0,7350.0,984.9,433.65
Debagarh,91408.0,72.9,12.7,12.4968,0.7,0.6888,7350.0,7350.0,948.15,676.2
Debagarh,91408.0,61.5,5.5,5.412000000000001,3.9,2.2632,7350.0,7350.0,404.25,3770.55
Sundargarh,387911.0,73.3,5.6,5.3984000000000005,0.8,0.48200000000000004,230151.0,230151.0,13348.758,19332.684
Sundargarh,387911.0,63.9,5.1,4.947,8.0,0.7760000000000001,230151.0,230151.0,12198.003,64442.28
Sundargarh,387911.0,45.9,4.3,4.2226,21.6,1.3747999999999998,230151.0,230151.0,10126.644000000002,150748.905
Kendujhar,490634.0,67.6,8.3,8.026100000000001,0.8,0.7736000000000002,83664.0,83664.0,7195.104,7780.752
Kendujhar,490634.0,64.8,8.2,7.937599999999999,1.4,0.8712000000000001,83664.0,83664.0,7111.44,12633.264
Kendujhar,490634.0,47.7,7.5,7.3425,5.5,1.6643000000000001,83664.0,83664.0,6442.128000000001,42501.312000000005
Mayurbhanj,689110.0,67.5,8.1,7.5816,0.8,1.7783999999999998,64479.0,64479.0,5545.194,9671.85
Mayurbhanj,689110.0,65.8,8.1,7.6059,0.9,1.7841,64479.0,64479.0,5545.194,11993.094000000001
Mayurbhanj,689110.0,43.0,7.9,7.765700000000001,2.1,2.1626000000000003,64479.0,64479.0,5222.799,41266.56
Baleshwar,601154.0,60.5,11.2,10.931199999999999,1.1,3.1231999999999998,82440.0,82440.0,9563.04,18713.88
Baleshwar,601154.0,58.5,10.8,10.540799999999999,1.6,3.1231999999999998,82440.0,82440.0,9150.84,22671.0
Baleshwar,601154.0,41.4,7.1,6.9437999999999995,6.5,3.8141999999999996,82440.0,82440.0,5935.68,56059.2
Bhadrak,373862.0,62.8,8.7,8.4999,1.2,1.8563,54244.0,54244.0,4827.716,8679.04
Bhadrak,373862.0,61.5,8.5,8.312999999999999,1.5,1.956,54244.0,54244.0,4773.472,10903.044000000002
Bhadrak,373862.0,52.0,7.3,7.1978,3.8,2.7607999999999997,54244.0,54244.0,4014.0560000000005,28098.391999999996
Kendrapara,414749.0,55.6,7.3,7.146700000000001,1.1,1.0769000000000002,23494.0,23494.0,1762.05,3712.052
Kendrapara,414749.0,55.1,7.3,7.154,1.3,1.176,23494.0,23494.0,1762.05,4181.932
Kendrapara,414749.0,44.3,8.8,8.703200000000002,4.6,1.8791,23494.0,23494.0,2067.472,13579.532
Jagatsinghapur,309685.0,56.3,6.9,6.796500000000001,1.0,1.182,43047.0,43047.0,3056.337,9513.387
Jagatsinghapur,309685.0,56.3,6.6,6.5009999999999994,1.1,1.182,43047.0,43047.0,2884.1490000000003,10546.515
Jagatsinghapur,309685.0,56.2,3.6,3.5460000000000003,1.9,0.7880000000000001,43047.0,43047.0,1592.739,19285.055999999997
Cuttack,579529.0,53.8,9.9,9.7119,1.2,1.4714999999999998,210768.0,210768.0,21287.568,47212.03199999999
Cuttack,579529.0,49.2,9.0,8.82,4.8,1.47,210768.0,210768.0,19390.656,76508.784
Cuttack,579529.0,35.4,6.3,6.1551,15.7,1.3678,210768.0,210768.0,13489.152000000002,164399.04
Jajapur,495611.0,56.7,14.3,14.042600000000002,0.7,1.6694,45528.0,45528.0,6647.088,9060.072
Jajapur,495611.0,55.6,13.8,13.5516,0.8,1.7676000000000003,45528.0,45528.0,6419.447999999999,10425.912
Jajapur,495611.0,41.5,6.9,6.7688999999999995,2.0,2.9429999999999996,45528.0,45528.0,3186.96,27863.136000000002
Dhenkanal,315390.0,64.5,11.4,11.229000000000001,0.7,1.6744999999999999,36979.0,36979.0,4252.585,5251.017999999999
Dhenkanal,315390.0,62.4,11.0,10.835,0.9,1.6744999999999999,36979.0,36979.0,4141.648,6767.157000000001
Dhenkanal,315390.0,41.4,7.6,7.5164,3.0,1.9780000000000002,36979.0,36979.0,2810.4039999999995,22113.441999999995
Anugul,340410.0,63.4,11.8,11.623000000000001,1.6,1.6744999999999999,74177.0,74177.0,8901.24,12387.559
Anugul,340410.0,59.4,11.0,10.835,3.9,1.7730000000000001,74177.0,74177.0,8233.646999999999,17876.657000000003
Anugul,340410.0,38.2,6.5,6.409,16.2,2.3664,74177.0,74177.0,4895.682,47473.28
Nayagarh,261646.0,62.5,11.9,11.5787,0.8,1.5568,26688.0,26688.0,3255.9359999999997,4243.392
Nayagarh,261646.0,61.3,11.6,11.286799999999998,1.0,1.6541,26688.0,26688.0,3149.184,5070.72
Nayagarh,261646.0,46.8,7.4,7.1262,2.7,2.889,26688.0,26688.0,2028.2879999999998,14891.903999999999
Khordha,331834.0,61.5,8.4,8.2824,1.5,1.3803999999999998,356895.0,356895.0,30336.075,65311.785
Khordha,331834.0,48.8,6.7,6.599500000000001,12.0,2.5610000000000004,356895.0,356895.0,24625.755,168097.545
Khordha,331834.0,35.8,5.0,4.92,22.8,3.7392000000000003,356895.0,356895.0,18201.644999999997,273381.56999999995
Puri,402014.0,62.4,10.9,10.6166,0.9,1.1688,72210.0,72210.0,8087.52,11264.76
Puri,402014.0,60.0,10.1,9.8374,1.1,1.2662000000000002,72210.0,72210.0,7509.84,17185.98
Puri,402014.0,45.0,5.7,5.5347,2.4,1.8448999999999998,72210.0,72210.0,4188.18,52929.93
Ganjam,795476.0,59.6,9.3,9.0024,1.4,2.1296,219918.0,219918.0,20892.21,42004.33800000001
Ganjam,795476.0,55.2,8.4,8.1312,2.5,2.2264,219918.0,219918.0,18912.947999999997,62676.63
Ganjam,795476.0,38.4,5.1,4.9215,6.6,2.509,219918.0,219918.0,11435.736,143606.454
Gajapati,152095.0,66.3,5.8,5.7188,0.7,1.4789999999999999,23050.0,23050.0,1359.95,2927.35
Gajapati,152095.0,62.9,5.7,5.6088,1.0,1.4760000000000002,23050.0,23050.0,1336.9,4172.05
Gajapati,152095.0,39.4,5.0,4.84,2.7,1.7424000000000002,23050.0,23050.0,1152.5,13069.35
Kandhamal,218446.0,67.8,6.6,6.4812,0.3,0.6873999999999999,24489.0,24489.0,1616.274,1542.8069999999998
Kandhamal,218446.0,65.6,6.6,6.474599999999999,0.6,0.981,24489.0,24489.0,1616.274,2718.2789999999995
Kandhamal,218446.0,45.4,6.3,6.1047,3.2,2.9070000000000005,24489.0,24489.0,1567.296,13836.285
Baudh,131377.0,72.0,4.5,4.3155,0.6,0.8631,6577.0,6577.0,309.119,591.93
Baudh,131377.0,71.2,4.5,4.3155,0.9,0.8631,6577.0,6577.0,309.119,710.316
Baudh,131377.0,52.9,4.5,4.257,6.2,1.4189999999999998,6577.0,6577.0,355.158,3374.0009999999997
Subarnapur,176927.0,70.6,6.9,6.582600000000001,0.4,0.6678000000000001,16575.0,16575.0,1193.4,1309.425
Subarnapur,176927.0,69.6,6.8,6.4872000000000005,0.5,0.6678000000000001,16575.0,16575.0,1176.825,1707.225
Subarnapur,176927.0,58.0,5.7,5.437800000000001,2.1,1.4310000000000003,16575.0,16575.0,961.35,6464.25
Balangir,476770.0,66.9,6.9,6.720600000000001,0.6,0.9740000000000001,62192.0,62192.0,4353.44,6281.392
Balangir,476770.0,64.7,6.8,6.63,1.2,1.0725000000000002,62192.0,62192.0,4353.44,9390.992
Balangir,476770.0,46.0,6.7,6.5593,5.7,2.0559000000000003,62192.0,62192.0,4229.056,36133.552
Nuapada,197258.0,71.8,4.8,4.7184,0.5,2.8507,11869.0,11869.0,569.712,1507.3629999999998
Nuapada,197258.0,70.8,4.8,4.7136000000000005,0.6,2.8478,11869.0,11869.0,581.581,1721.005
Nuapada,197258.0,51.3,6.4,6.2144,2.7,2.4275,11869.0,11869.0,771.485,5744.596
Kalahandi,456336.0,69.2,9.3,9.151200000000001,0.6,0.7872000000000001,38412.0,38412.0,3610.728,3149.7839999999997
Kalahandi,456336.0,67.7,9.2,9.0528,0.9,0.8856,38412.0,38412.0,3572.3160000000003,4494.204
Kalahandi,456336.0,47.1,6.9,6.7827,5.8,3.1456,38412.0,38412.0,2650.428,22586.256
Rayagada,237343.0,69.0,5.6,5.5328,0.4,0.6916,49205.0,49205.0,2804.685,3247.53
Rayagada,237343.0,63.9,5.4,5.324400000000001,1.7,0.8874,49205.0,49205.0,2706.275,7282.34
Rayagada,237343.0,35.0,4.2,4.090800000000001,8.8,1.9480000000000002,49205.0,49205.0,2115.815,29769.025
Nabarangapur,342840.0,67.4,4.2,4.0824,0.2,0.38880000000000003,29424.0,29424.0,1294.656,1706.5919999999999
Nabarangapur,342840.0,66.1,4.3,4.1796,0.6,0.486,29424.0,29424.0,1294.656,2736.4320000000002
Nabarangapur,342840.0,49.7,4.8,4.660799999999999,5.3,1.4564999999999997,29424.0,29424.0,1441.776,15712.416
Koraput,381789.0,64.7,5.3,5.199299999999999,1.0,1.3733999999999997,78339.0,78339.0,4151.967000000001,6423.797999999999
