State Name,District,Households_Rural,Population,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
UTTARAKHAND,Uttarkashi,112148.0,330086.0,25.4,2.8,2.7327999999999997,3.8,0.7807999999999999,9061.0,9061.0,262.769,3959.657
UTTARAKHAND,Uttarkashi,112148.0,330086.0,15.2,0.8,0.7664,28.4,0.479,9061.0,9061.0,72.488,8290.815
UTTARAKHAND,Chamoli,163434.0,391605.0,25.0,2.3,2.2218,2.6,1.1591999999999998,22906.0,22906.0,572.65,10765.82
UTTARAKHAND,Chamoli,163434.0,391605.0,22.9,2.1,2.0349,4.0,1.0659,22906.0,22906.0,526.838,12163.086000000001
UTTARAKHAND,Chamoli,163434.0,391605.0,11.4,0.9,0.8874,12.1,0.2958,22906.0,22906.0,206.15400000000002,20042.75
UTTARAKHAND,Rudraprayag,112705.0,242285.0,19.2,1.8,1.764,3.9,1.8619999999999999,4454.0,4454.0,84.626,2271.54
UTTARAKHAND,Rudraprayag,112705.0,242285.0,18.7,1.7,1.6609,4.2,1.7586000000000002,4454.0,4454.0,80.172,2356.166
UTTARAKHAND,Rudraprayag,112705.0,242285.0,9.2,0.3,0.27449999999999997,9.0,0.0915,4454.0,4454.0,13.362,4079.8639999999996
UTTARAKHAND,Tehri Garhwal,227059.0,618931.0,25.6,2.6,2.4492000000000003,2.1,0.8478,27177.0,27177.0,760.9559999999999,13615.677
UTTARAKHAND,Tehri Garhwal,227059.0,618931.0,23.7,2.4,2.2728,8.5,0.7576,27177.0,27177.0,679.425,15164.765999999998
UTTARAKHAND,Tehri Garhwal,227059.0,618931.0,10.1,0.6,0.588,53.7,0.49,27177.0,27177.0,190.23899999999998,26062.743000000002
UTTARAKHAND,Dehradun,228245.0,1696694.0,25.5,3.8,3.6593999999999998,5.5,0.963,269393.0,269393.0,10506.327,200967.17799999996
UTTARAKHAND,Dehradun,228245.0,1696694.0,22.0,3.0,2.8829999999999996,23.3,1.0571000000000002,269393.0,269393.0,8081.79,232755.55200000003
UTTARAKHAND,Dehradun,228245.0,1696694.0,19.3,2.3,2.2056999999999998,36.5,1.1508,269393.0,269393.0,6465.432,256462.13600000003
UTTARAKHAND,Garhwal,279682.0,687271.0,24.1,1.7,1.6524,2.0,1.2636,36780.0,36780.0,662.04,17764.74
UTTARAKHAND,Garhwal,279682.0,687271.0,22.5,1.6,1.5536,6.2,1.1651999999999998,36780.0,36780.0,625.26,20339.34
UTTARAKHAND,Garhwal,279682.0,687271.0,13.6,1.0,0.966,29.4,0.966,36780.0,36780.0,404.58,34830.66
UTTARAKHAND,Pithoragarh,183687.0,483439.0,22.2,2.0,1.788,1.4,1.6986,26256.0,26256.0,603.8879999999999,12602.88
UTTARAKHAND,Pithoragarh,183687.0,483439.0,20.4,1.8,1.6326000000000003,5.3,1.6326000000000003,26256.0,26256.0,551.3760000000001,14493.312000000002
UTTARAKHAND,Pithoragarh,183687.0,483439.0,9.6,0.5,0.491,27.7,0.7856000000000001,26256.0,26256.0,131.28,25337.04
UTTARAKHAND,Bageshwar,96031.0,259898.0,22.4,2.6,2.3894,3.1,2.1137,3880.0,3880.0,112.52,2075.8
UTTARAKHAND,Bageshwar,96031.0,259898.0,21.9,2.6,2.3945999999999996,3.7,2.0262000000000002,3880.0,3880.0,112.52,2126.24
UTTARAKHAND,Bageshwar,96031.0,259898.0,8.7,0.9,0.8838000000000001,20.9,0.09820000000000001,3880.0,3880.0,34.92,3492.0
UTTARAKHAND,Almora,260056.0,622506.0,23.3,1.6,1.5552000000000001,2.6,2.1384000000000003,21082.0,21082.0,358.394,10878.312
UTTARAKHAND,Almora,260056.0,622506.0,22.5,1.6,1.5568,3.9,1.946,21082.0,21082.0,358.394,11658.345999999998
UTTARAKHAND,Almora,260056.0,622506.0,14.1,1.3,1.2727000000000002,16.2,0.48950000000000005,21082.0,21082.0,274.06600000000003,19374.358
UTTARAKHAND,Champawat,85202.0,259648.0,38.3,5.7,5.4435,1.4,1.337,12839.0,12839.0,770.34,5186.956
UTTARAKHAND,Champawat,85202.0,259648.0,36.5,5.7,5.437800000000001,1.9,1.3356000000000001,12839.0,12839.0,770.34,5957.295999999999
UTTARAKHAND,Champawat,85202.0,259648.0,26.6,5.8,5.481,4.8,1.4175,12839.0,12839.0,757.5010000000001,10258.361
UTTARAKHAND,Nainital,193086.0,954605.0,30.0,4.9,4.6991000000000005,4.4,1.0549000000000002,105577.0,105577.0,5384.427,73270.43800000001
UTTARAKHAND,Nainital,193086.0,954605.0,25.6,4.1,3.9319,13.4,0.9590000000000001,105577.0,105577.0,4539.811,83933.715
UTTARAKHAND,Nainital,193086.0,954605.0,18.8,2.9,2.7782,27.2,0.8622,105577.0,105577.0,3167.31,100086.996
UTTARAKHAND,Udham Singh Nagar,269406.0,1648902.0,43.7,6.5,6.1685,5.6,1.8031,145253.0,145253.0,9731.951,82648.957
UTTARAKHAND,Udham Singh Nagar,269406.0,1648902.0,40.4,5.6,5.2976,8.2,1.7973999999999999,145253.0,145253.0,8424.674,100660.329
UTTARAKHAND,Udham Singh Nagar,269406.0,1648902.0,34.4,3.9,3.6698999999999997,13.1,1.882,145253.0,145253.0,5810.12,133632.76
UTTARAKHAND,Hardwar,301828.0,1890422.0,44.8,5.1,4.748099999999999,3.7,1.5826999999999998,186183.0,186183.0,9867.699,93463.866
UTTARAKHAND,Hardwar,301828.0,1890422.0,36.8,3.9,3.6855,20.4,1.3229999999999997,186183.0,186183.0,7633.503,123997.87799999998
UTTARAKHAND,Hardwar,301828.0,1890422.0,24.2,2.1,2.0307000000000004,47.0,1.0637,186183.0,186183.0,4096.026000000001,172405.458
HARYANA,Panchkula,70895.0,561293.0,32.1,4.6,4.1998,3.7,1.2782,93656.0,93656.0,4589.144,41208.64
HARYANA,Panchkula,70895.0,561293.0,25.9,4.6,4.3884,43.2,1.2402000000000002,93656.0,93656.0,4495.488,66214.792
HARYANA,Panchkula,70895.0,561293.0,21.9,4.6,4.5034,68.2,1.1748,93656.0,93656.0,4401.832,82042.656
HARYANA,Ambala,175365.0,1128350.0,40.2,4.0,3.6839999999999997,3.9,1.1972999999999998,139891.0,139891.0,6015.312999999999,71484.301
HARYANA,Ambala,175365.0,1128350.0,34.1,3.6,3.3695999999999997,14.0,1.6847999999999999,139891.0,139891.0,5455.749,96105.11700000001
HARYANA,Ambala,175365.0,1128350.0,26.8,3.2,3.0528000000000004,25.9,2.2896,139891.0,139891.0,4616.403,124922.66299999999
HARYANA,Yamunanagar,214464.0,1214205.0,42.3,5.8,5.2547999999999995,2.8,2.1744,143259.0,143259.0,9168.576000000001,65899.14
HARYANA,Yamunanagar,214464.0,1214205.0,38.0,5.0,4.625,21.7,3.0525,143259.0,143259.0,7735.986000000001,93404.868
HARYANA,Yamunanagar,214464.0,1214205.0,32.0,3.8,3.6137999999999995,48.3,4.2795,143259.0,143259.0,5730.36,131655.021
HARYANA,Kurukshetra,203553.0,964655.0,43.6,4.1,3.8909,2.8,4.3654,88268.0,88268.0,3795.5239999999994,60993.187999999995
HARYANA,Kurukshetra,203553.0,964655.0,39.2,3.9,3.7323000000000004,20.3,3.3495,88268.0,88268.0,3530.72,67083.68
HARYANA,Kurukshetra,203553.0,964655.0,28.7,3.4,3.3183999999999996,62.1,0.8784000000000001,88268.0,88268.0,3089.38,81559.632
HARYANA,Kaithal,231091.0,1074304.0,38.0,4.1,3.2349,2.4,4.1028,75696.0,75696.0,3633.408,43676.592000000004
HARYANA,Kaithal,231091.0,1074304.0,37.2,4.0,3.3,12.2,3.8775,75696.0,75696.0,3482.0159999999996,47991.263999999996
HARYANA,Kaithal,231091.0,1074304.0,34.7,4.0,3.7880000000000003,45.2,3.1250999999999998,75696.0,75696.0,3103.5359999999996,62600.592000000004
HARYANA,Karnal,292682.0,1505324.0,41.2,4.4,3.8368000000000007,3.9,3.7495999999999996,135920.0,135920.0,6660.08,93241.12
HARYANA,Karnal,292682.0,1505324.0,36.9,3.8,3.42,22.7,3.15,135920.0,135920.0,5708.64,103163.28
HARYANA,Karnal,292682.0,1505324.0,27.7,2.5,2.3975,62.9,1.6303,135920.0,135920.0,3533.92,124502.72
HARYANA,Panipat,173502.0,1205437.0,39.1,3.7,3.0599000000000003,5.9,1.5713,153804.0,153804.0,6459.768,102587.26800000001
HARYANA,Panipat,173502.0,1205437.0,37.8,3.2,2.8192000000000004,21.9,1.9382,153804.0,153804.0,5383.14,123350.808
HARYANA,Panipat,173502.0,1205437.0,36.3,2.7,2.5380000000000003,39.2,2.444,153804.0,153804.0,4460.316,145959.996
HARYANA,Sonipat,283858.0,1450001.0,41.4,4.1,3.4562999999999993,2.7,1.0959,133576.0,133576.0,6278.072000000001,75069.712
HARYANA,Sonipat,283858.0,1450001.0,38.7,3.8,3.3326,20.4,1.0524,133576.0,133576.0,5743.767999999999,90965.256
HARYANA,Sonipat,283858.0,1450001.0,33.1,3.3,3.1217999999999995,56.3,0.8514,133576.0,133576.0,4541.584,123157.07200000001
HARYANA,Jind,278335.0,1334152.0,36.5,3.8,2.7283999999999997,1.6,3.1592000000000002,89665.0,89665.0,4483.25,45998.145
HARYANA,Jind,278335.0,1334152.0,35.2,3.5,2.6809999999999996,13.9,2.8342,89665.0,89665.0,3945.2600000000007,53709.335
HARYANA,Jind,278335.0,1334152.0,30.7,2.5,2.3,54.0,1.564,89665.0,89665.0,2510.62,78546.54
HARYANA,Fatehabad,203020.0,942011.0,39.5,5.1,4.401299999999999,2.7,5.0054,55360.0,55360.0,3155.52,40357.44
HARYANA,Fatehabad,203020.0,942011.0,38.0,5.1,4.493099999999999,14.7,4.933599999999999,55360.0,55360.0,3044.8,42295.04
HARYANA,Fatehabad,203020.0,942011.0,32.0,4.8,4.584,63.2,4.393,55360.0,55360.0,2712.64,50322.24
HARYANA,Sirsa,245476.0,1295189.0,36.8,5.5,4.8839999999999995,1.9,6.304799999999999,93316.0,93316.0,5505.644,81651.5
HARYANA,Sirsa,245476.0,1295189.0,35.4,5.1,4.6104,20.7,5.7856000000000005,93316.0,93316.0,5039.064,83704.452
HARYANA,Sirsa,245476.0,1295189.0,31.3,3.9,3.705,75.2,4.085,93316.0,93316.0,3825.9559999999997,89490.04400000001
HARYANA,Hisar,302013.0,1743931.0,35.0,4.5,3.483,2.0,4.0248,154113.0,154113.0,8476.215,96320.625
HARYANA,Hisar,302013.0,1743931.0,33.3,4.1,3.3865999999999996,22.0,3.3865999999999996,154113.0,154113.0,7397.424,109574.343
HARYANA,Hisar,302013.0,1743931.0,29.9,3.1,2.9047,64.5,1.7803,154113.0,154113.0,5085.728999999999,137931.135
HARYANA,Bhiwani,357047.0,1634445.0,40.0,4.9,4.3463,2.0,2.8384000000000005,99235.0,99235.0,5259.455,48823.62
HARYANA,Bhiwani,357047.0,1634445.0,40.0,4.7,4.2347,13.1,3.0633999999999997,99235.0,99235.0,5060.985,56464.715
HARYANA,Bhiwani,357047.0,1634445.0,39.6,4.2,4.019400000000001,56.1,4.4022,99235.0,99235.0,4366.34,86135.98
HARYANA,Rohtak,175203.0,1061204.0,39.7,4.0,3.304,2.1,1.2389999999999999,131739.0,131739.0,6191.733,76935.576
HARYANA,Rohtak,175203.0,1061204.0,35.9,3.4,2.9886,34.1,1.0548,131739.0,131739.0,5137.821,96037.73100000001
HARYANA,Rohtak,175203.0,1061204.0,31.0,2.6,2.4674,76.5,0.7592,131739.0,131739.0,3556.9530000000004,121331.61899999999
HARYANA,Jhajjar,211816.0,958405.0,39.0,4.4,3.8984000000000005,2.9,1.2403999999999997,78328.0,78328.0,3838.072,45821.88
HARYANA,Jhajjar,211816.0,958405.0,39.0,4.4,3.9820000000000007,15.5,1.1765,78328.0,78328.0,3759.7439999999997,52793.072
HARYANA,Jhajjar,211816.0,958405.0,38.8,4.3,4.1151,49.9,0.7656000000000001,78328.0,78328.0,3524.76,71826.77600000001
HARYANA,Mahendragarh,223726.0,922088.0,37.1,2.7,2.403,1.8,1.335,44216.0,44216.0,1370.6960000000001,17244.24
HARYANA,Mahendragarh,223726.0,922088.0,36.9,2.7,2.4273000000000002,5.8,1.2586,44216.0,44216.0,1326.48,19587.688
HARYANA,Mahendragarh,223726.0,922088.0,35.4,2.7,2.5731,30.7,1.0483,44216.0,44216.0,1238.0479999999998,34134.752
HARYANA,Rewari,199449.0,900332.0,35.1,2.8,2.4107999999999996,1.1,11.451299999999998,69305.0,69305.0,2287.065,34513.89
HARYANA,Rewari,199449.0,900332.0,33.6,2.7,2.3841,11.7,9.9779,69305.0,69305.0,2148.455,41167.17
HARYANA,Rewari,199449.0,900332.0,29.1,2.4,2.2752,42.9,5.1192,69305.0,69305.0,1663.32,60849.79
HARYANA,Gurgaon,141703.0,1514432.0,35.2,2.9,2.6477,3.2,1.0043,381988.0,381988.0,12223.616000000002,250584.12799999997
HARYANA,Gurgaon,141703.0,1514432.0,28.6,3.5,3.332,53.5,0.5711999999999999,381988.0,381988.0,14133.556,323161.848
HARYANA,Gurgaon,141703.0,1514432.0,26.0,3.8,3.6784,72.6,0.3872,381988.0,381988.0,14897.532,350282.99600000004
HARYANA,Mewat,187398.0,1089263.0,55.9,8.6,8.2474,0.7,1.7262,36237.0,36237.0,3261.33,6450.186
HARYANA,Mewat,187398.0,1089263.0,53.8,8.1,7.7679,1.1,1.8221,36237.0,36237.0,3080.145,8479.457999999999
HARYANA,Mewat,187398.0,1089263.0,39.4,4.7,4.5073,3.8,2.1098000000000003,36237.0,36237.0,1739.376,22648.125
HARYANA,Faridabad,87700.0,1809733.0,40.0,4.1,3.8375999999999992,4.9,2.0592,382981.0,382981.0,16468.183,224426.866
HARYANA,Faridabad,87700.0,1809733.0,37.5,2.7,2.5677,41.5,1.6166999999999998,382981.0,382981.0,10723.468,321704.04
HARYANA,Faridabad,87700.0,1809733.0,37.0,2.4,2.2896,49.0,1.4310000000000003,382981.0,382981.0,9191.544,341619.052
HARYANA,Palwal,186069.0,1042708.0,47.1,5.9,5.4752,1.6,1.5776,63090.0,63090.0,3974.67,20251.89
HARYANA,Palwal,186069.0,1042708.0,44.0,5.3,4.9449,6.5,1.4928,63090.0,63090.0,3533.04,28011.96
HARYANA,Palwal,186069.0,1042708.0,34.3,3.5,3.332,21.8,1.4280000000000002,63090.0,63090.0,2271.24,52238.52
NCT OF DELHI,North West,67592.0,3656539.0,44.4,4.3,4.1194,9.3,0.7664,959275.0,959275.0,43167.375,614895.2749999999
NCT OF DELHI,North West,67592.0,3656539.0,33.6,3.3,3.1845,55.7,0.8685,959275.0,959275.0,32615.35,812505.925
NCT OF DELHI,North West,67592.0,3656539.0,32.9,3.2,3.088,58.5,0.8685,959275.0,959275.0,31656.075,824017.225
NCT OF DELHI,North,4512.0,887978.0,24.1,0.9,0.8721000000000001,11.6,0.7752000000000001,296559.0,296559.0,2669.0310000000004,290627.82
NCT OF DELHI,North,4512.0,887978.0,34.9,3.3,3.1482,58.1,0.47700000000000004,296559.0,296559.0,10083.006,266903.1
NCT OF DELHI,North,4512.0,887978.0,35.1,3.3,3.1482,59.0,0.47700000000000004,296559.0,296559.0,10379.565,266606.541
NCT OF DELHI,North East,5326.0,2241624.0,34.6,2.6,2.4908,4.8,4.5984,482255.0,482255.0,13503.14,458142.25
NCT OF DELHI,North East,5326.0,2241624.0,33.0,1.9,1.7726999999999997,32.8,2.2392,482255.0,482255.0,9645.1,458624.505
NCT OF DELHI,North East,5326.0,2241624.0,32.9,1.9,1.7708,33.1,2.2368,482255.0,482255.0,9645.1,458624.505
NCT OF DELHI,East,1086.0,1709346.0,6.4,1.1,1.0735999999999999,97.9,0.0,461132.0,461132.0,5533.584,452370.49199999997
NCT OF DELHI,East,1086.0,1709346.0,22.7,1.8,1.7226000000000001,73.8,1.2441000000000002,461132.0,461132.0,8761.508,430697.28800000006
NCT OF DELHI,East,1086.0,1709346.0,22.7,1.8,1.7226000000000001,73.7,1.2441000000000002,461132.0,461132.0,8761.508,430697.28800000006
NCT OF DELHI,New Delhi,0.0,142004.0,27.6,3.6,3.528,76.9,0.196,52664.0,52664.0,1948.5680000000002,41025.256
NCT OF DELHI,New Delhi,0.0,142004.0,27.6,3.6,3.528,76.9,0.196,52664.0,52664.0,1948.5680000000002,41025.256
NCT OF DELHI,Central,0.0,582320.0,37.4,3.1,2.9791,89.7,0.19219999999999998,194897.0,194897.0,6236.704000000001,176966.47599999997
NCT OF DELHI,Central,0.0,582320.0,37.4,3.1,2.9791,89.7,0.19219999999999998,194897.0,194897.0,6236.704000000001,176966.47599999997
NCT OF DELHI,West,1809.0,2543243.0,46.3,1.8,1.7388,8.9,0.0,699703.0,699703.0,12594.654000000002,609441.313
NCT OF DELHI,West,1809.0,2543243.0,27.4,2.7,2.5920000000000005,68.4,0.48,699703.0,699703.0,19591.683999999997,629032.997
NCT OF DELHI,West,1809.0,2543243.0,27.3,2.7,2.5920000000000005,68.5,0.48,699703.0,699703.0,19591.683999999997,629032.997
NCT OF DELHI,South West,41179.0,2292958.0,33.2,3.1,2.9481,9.4,0.7608,606503.0,606503.0,20014.599,531903.131
NCT OF DELHI,South West,41179.0,2292958.0,26.9,2.4,2.3112,62.0,0.4815,606503.0,606503.0,15769.078000000001,551917.73
NCT OF DELHI,South West,41179.0,2292958.0,26.5,2.4,2.3136,65.2,0.48200000000000004,606503.0,606503.0,15769.078000000001,553130.736
NCT OF DELHI,South,2918.0,2731929.0,38.8,4.3,4.097899999999999,20.5,1.7153999999999998,728145.0,728145.0,33494.67,659699.3699999999
NCT OF DELHI,South,2918.0,2731929.0,29.1,2.8,2.7076,55.7,0.7736000000000002,728145.0,728145.0,21116.205,640767.6
NCT OF DELHI,South,2918.0,2731929.0,29.0,2.8,2.7076,55.9,0.7736000000000002,728145.0,728145.0,21116.205,640767.6
RAJASTHAN,Ganganagar,397697.0,1969168.0,41.2,2.5,2.44,0.9,3.4159999999999995,164897.0,164897.0,4122.425,134061.261
RAJASTHAN,Ganganagar,397697.0,1969168.0,38.4,2.7,2.6298000000000004,1.8,3.7986,164897.0,164897.0,4452.219,139667.759
RAJASTHAN,Ganganagar,397697.0,1969168.0,31.3,3.2,3.1008000000000004,3.9,4.9419,164897.0,164897.0,5441.601,154343.592
RAJASTHAN,Hanumangarh,389059.0,1774692.0,36.0,2.4,2.3447999999999998,0.7,4.103400000000001,108694.0,108694.0,2608.656,89455.162
RAJASTHAN,Hanumangarh,389059.0,1774692.0,35.0,2.5,2.44,1.2,5.563199999999999,108694.0,108694.0,2717.35,91955.12399999998
RAJASTHAN,Hanumangarh,389059.0,1774692.0,31.2,3.1,3.0101,3.0,11.5549,108694.0,108694.0,3369.514,102063.66600000001
RAJASTHAN,Bikaner,335754.0,2363937.0,50.0,4.9,4.8265,1.7,2.364,196179.0,196179.0,9612.771,57872.805
RAJASTHAN,Bikaner,335754.0,2363937.0,41.4,3.7,3.6075,13.9,4.1925,196179.0,196179.0,7454.802,101816.901
RAJASTHAN,Bikaner,335754.0,2363937.0,25.9,1.7,1.6269,35.9,7.3689,196179.0,196179.0,3335.0429999999997,181661.754
RAJASTHAN,Churu,344897.0,2039547.0,38.7,5.8,5.724600000000001,3.7,5.625900000000001,148996.0,148996.0,8641.768,70028.12
RAJASTHAN,Churu,344897.0,2039547.0,36.3,4.8,4.7184,5.0,5.3082,148996.0,148996.0,7300.804,86119.688
RAJASTHAN,Churu,344897.0,2039547.0,29.5,2.2,2.1384000000000003,8.4,4.3740000000000006,148996.0,148996.0,3277.9120000000003,130371.5
RAJASTHAN,Jhunjhunun,500452.0,2137045.0,24.0,2.4,2.3712,1.5,7.3112,150357.0,150357.0,3608.5679999999998,68713.149
RAJASTHAN,Jhunjhunun,500452.0,2137045.0,24.2,2.2,2.1714,2.5,6.415500000000001,150357.0,150357.0,3458.211,80591.352
RAJASTHAN,Jhunjhunun,500452.0,2137045.0,24.9,1.7,1.6694,6.1,2.946,150357.0,150357.0,2706.4260000000004,124044.525
RAJASTHAN,Alwar,782294.0,3674179.0,38.5,3.5,3.4159999999999995,1.3,1.2688,212967.0,212967.0,7666.812000000001,31519.116
RAJASTHAN,Alwar,782294.0,3674179.0,36.4,3.1,3.0256,3.4,1.2688,212967.0,212967.0,6814.944,58565.925
RAJASTHAN,Alwar,782294.0,3674179.0,27.8,1.6,1.5568,11.9,1.4594999999999998,212967.0,212967.0,3407.472,168882.83099999998
RAJASTHAN,Bharatpur,0.0,2548462.0,52.5,4.6,4.439,0.7,0.579,0.0,0.0,6095.759,10116.366
RAJASTHAN,Bharatpur,0.0,2548462.0,50.0,4.1,3.9524,1.7,0.7712,0.0,0.0,5447.274,26328.491
RAJASTHAN,Bharatpur,0.0,2548462.0,40.2,2.3,2.2079999999999997,5.6,1.152,0.0,0.0,3112.728,90139.415
RAJASTHAN,Dhaulpur,214670.0,1206516.0,56.3,6.4,6.201600000000001,0.5,0.48450000000000004,58626.0,58626.0,3869.316,2814.048
RAJASTHAN,Dhaulpur,214670.0,1206516.0,52.8,5.8,5.626,1.6,0.582,58626.0,58626.0,3458.934,9614.663999999999
RAJASTHAN,Dhaulpur,214670.0,1206516.0,38.7,3.4,3.3082,6.0,0.8756999999999999,58626.0,58626.0,2051.91,36817.128
RAJASTHAN,Karauli,305047.0,1458248.0,60.4,5.5,5.3295,1.1,0.48450000000000004,59308.0,59308.0,3321.248,4863.255999999999
RAJASTHAN,Karauli,305047.0,1458248.0,57.6,5.1,4.9419,1.3,0.6783,59308.0,59308.0,3143.3239999999996,9429.972000000002
RAJASTHAN,Karauli,305047.0,1458248.0,40.5,3.1,3.0132,3.0,2.0412,59308.0,59308.0,1838.5480000000002,37008.191999999995
RAJASTHAN,Sawai Madhopur,282057.0,1335551.0,53.7,4.3,4.1796,0.8,0.38880000000000003,71264.0,71264.0,3135.6160000000004,6271.232000000001
RAJASTHAN,Sawai Madhopur,282057.0,1335551.0,49.9,3.9,3.7791,2.0,0.48450000000000004,71264.0,71264.0,2921.8239999999996,14751.648000000001
RAJASTHAN,Sawai Madhopur,282057.0,1335551.0,33.4,2.5,2.39,7.4,0.6691999999999999,71264.0,71264.0,1852.864,51452.608
RAJASTHAN,Dausa,361084.0,1634409.0,46.0,5.3,5.1887,0.7,0.39160000000000006,59610.0,59610.0,3159.33,5543.73
RAJASTHAN,Dausa,361084.0,1634409.0,43.6,4.8,4.6895999999999995,1.2,0.4885,59610.0,59610.0,2920.89,10372.14
RAJASTHAN,Dausa,361084.0,1634409.0,26.0,1.3,1.2558,5.1,0.7728,59610.0,59610.0,834.54,45899.7
RAJASTHAN,Jaipur,754841.0,6626178.0,41.6,4.1,4.0139,1.2,2.0559000000000003,977838.0,977838.0,41069.196,215124.36
RAJASTHAN,Jaipur,754841.0,6626178.0,32.8,2.5,2.4325,36.3,1.7513999999999998,977838.0,977838.0,24445.95,592569.8280000001
RAJASTHAN,Jaipur,754841.0,6626178.0,26.0,1.2,1.1616,63.7,1.452,977838.0,977838.0,11734.055999999999,886899.0660000001
RAJASTHAN,Sikar,527560.0,2677333.0,30.8,2.8,2.7495999999999996,1.9,6.9722,178274.0,178274.0,4991.672,71666.148
RAJASTHAN,Sikar,527560.0,2677333.0,29.7,2.5,2.4525,2.7,6.670799999999999,178274.0,178274.0,4456.85,89137.0
RAJASTHAN,Sikar,527560.0,2677333.0,26.1,1.6,1.56,5.5,5.5575,178274.0,178274.0,2852.384,150998.078
RAJASTHAN,Nagaur,675712.0,3307743.0,45.7,6.3,6.199200000000001,2.2,2.2632,166489.0,166489.0,10488.806999999999,44119.585
RAJASTHAN,Nagaur,675712.0,3307743.0,43.1,5.6,5.493599999999999,3.6,2.8448999999999995,166489.0,166489.0,9323.383999999998,59603.06199999999
RAJASTHAN,Nagaur,675712.0,3307743.0,30.8,2.4,2.3207999999999998,10.5,5.4152,166489.0,166489.0,3995.736,134190.134
RAJASTHAN,Jodhpur,584215.0,3687165.0,48.9,5.2,5.1376,1.5,0.8892,307442.0,307442.0,15986.984000000002,42119.554
RAJASTHAN,Jodhpur,584215.0,3687165.0,40.7,4.0,3.92,24.8,1.176,307442.0,307442.0,12297.68,122054.474
RAJASTHAN,Jodhpur,584215.0,3687165.0,24.8,1.7,1.6421999999999999,69.9,1.6421999999999999,307442.0,307442.0,5226.513999999999,277005.24199999997
RAJASTHAN,Jaisalmer,159117.0,669919.0,55.8,3.2,3.1776,1.1,1.7874,30830.0,30830.0,986.56,5148.61
RAJASTHAN,Jaisalmer,159117.0,669919.0,53.6,3.0,2.9729999999999994,1.6,1.6847,30830.0,30830.0,924.9,7183.39
RAJASTHAN,Jaisalmer,159117.0,669919.0,39.7,1.6,1.5696,5.1,1.0791,30830.0,30830.0,524.11,20501.95
RAJASTHAN,Barmer,542825.0,2603751.0,59.0,5.3,5.2576,1.4,1.5872000000000002,55980.0,55980.0,2966.94,5430.06
RAJASTHAN,Barmer,542825.0,2603751.0,56.8,5.1,5.0489999999999995,2.2,1.7820000000000003,55980.0,55980.0,2854.98,8341.02
RAJASTHAN,Barmer,542825.0,2603751.0,28.1,2.4,2.3303999999999996,12.8,3.6897999999999995,55980.0,55980.0,1399.5,46351.44
RAJASTHAN,Jalor,419216.0,1828730.0,51.5,8.3,8.2004,1.2,0.494,48202.0,48202.0,4048.968,5446.826
RAJASTHAN,Jalor,419216.0,1828730.0,50.2,8.0,7.888,1.6,0.5916,48202.0,48202.0,3856.16,7471.31
RAJASTHAN,Jalor,419216.0,1828730.0,34.9,3.9,3.7439999999999998,6.4,1.5360000000000003,48202.0,48202.0,1928.08,29837.037999999997
RAJASTHAN,Sirohi,238535.0,1036346.0,50.3,6.9,6.817200000000001,1.8,0.5928,69639.0,69639.0,4805.091,11281.518
RAJASTHAN,Sirohi,238535.0,1036346.0,45.3,5.9,5.805600000000001,2.5,0.8856,69639.0,69639.0,4108.701,18663.252
RAJASTHAN,Sirohi,238535.0,1036346.0,25.9,1.9,1.8429999999999997,5.1,2.0370000000000004,69639.0,69639.0,1323.141,47493.797999999995
RAJASTHAN,Pali,512909.0,2037573.0,49.2,5.4,5.292000000000001,1.8,1.568,139808.0,139808.0,7549.6320000000005,26144.096
RAJASTHAN,Pali,512909.0,2037573.0,45.7,4.8,4.6895999999999995,2.9,1.8563,139808.0,139808.0,6710.784000000001,40544.32
RAJASTHAN,Pali,512909.0,2037573.0,32.0,2.4,2.316,7.6,2.9915000000000003,139808.0,139808.0,3495.2,96607.328
RAJASTHAN,Ajmer,409335.0,2583052.0,49.0,3.4,3.3353999999999995,1.0,0.3924,274919.0,274919.0,9347.246,38763.579
RAJASTHAN,Ajmer,409335.0,2583052.0,40.3,2.5,2.4325,4.1,0.6811,274919.0,274919.0,6872.975,116290.737
RAJASTHAN,Ajmer,409335.0,2583052.0,26.8,1.0,0.961,8.8,0.961,274919.0,274919.0,3024.1090000000004,236980.178
RAJASTHAN,Tonk,298911.0,1421326.0,52.2,1.9,1.8373,0.5,0.48350000000000004,81755.0,81755.0,1553.345,5641.095
RAJASTHAN,Tonk,298911.0,1421326.0,48.8,2.0,1.932,1.9,0.5795999999999999,81755.0,81755.0,1635.1,15288.185
RAJASTHAN,Tonk,298911.0,1421326.0,35.0,2.4,2.3112,7.3,1.2519,81755.0,81755.0,2043.875,53713.035
RAJASTHAN,Bundi,239836.0,1110906.0,54.6,3.3,3.1944,0.7,0.3872,63452.0,63452.0,2157.368,5266.5160000000005
RAJASTHAN,Bundi,239836.0,1110906.0,50.2,3.0,2.8920000000000003,2.2,0.5784,63452.0,63452.0,1967.0120000000002,12119.332000000002
